16,0.20998044614689423,0.9527999758720398,0.06045642611750712,0.9834499955177307
32,0.2325108470140784,0.9656000137329102,0.0033931267566538813,0.9994000196456909
35,0.21577895522704693,0.9681000113487244,0.0008291075717828183,1.0
38,0.24783785166133826,0.9674999713897705,0.0005037826258565768,1.0
40,0.21205410775426475,0.9695000052452087,0.0003911231535820223,0.9999833106994629
42,0.23341781188432345,0.9668999910354614,0.007931407284802607,0.9973499774932861
45,0.22476286366816003,0.9714000225067139,0.00040730470794685705,1.0
48,0.1908446178644943,0.9718999862670898,0.00040685070508324504,0.9999833106994629
50,0.19094468222750108,0.9746999740600586,0.00015448665917167854,1.0
52,0.18071999509082493,0.9747999906539917,0.0001903625933365504,1.0
55,0.17609879275814236,0.9729999899864197,8.901006169303519e-05,1.0
60,0.19227944007292916,0.9757999777793884,0.000107184203197518,1.0
70,0.156240239226517,0.9768000245094299,4.038154602731865e-05,1.0
100,0.1512788830542152,0.9787999987602234,4.046870589995137e-05,1.0
150,0.14085131438329232,0.9807999730110168,7.49936742302187e-06,1.0
